,AvgL,AvgW,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,L1,L2,L3,LBL,LBW,LPts,LRank,Location,Loser,Lsets,MaxL,MaxW,PSL,PSW,Round,SJL,SJW,Surface,Tier,Tournament,UBL,UBW,W1,W2,W3,WPts,WRank,WTA,Winner,Wsets
30347,1.99,1.81,2.0,1.72,3,,,Completed,Outdoor,2019-04-09,,,6.0,6.0,0.0,,,425.0,140.0,Bogota,Bolsova Zadoinov A.,1.0,2.06,1.87,2.02,1.87,1st Round,,,Clay,International,Copa Claro Colsanitas,,,2.0,7.0,6.0,725.0,85.0,17,Linette M.,2.0
30348,2.43,1.55,2.37,1.53,3,,,Completed,Outdoor,2019-04-09,,,7.0,4.0,1.0,,,413.0,142.0,Bogota,Babos T.,1.0,2.63,1.67,2.41,1.63,1st Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,6.0,595.0,106.0,17,Arruabarrena L.,2.0
30349,1.19,4.56,1.18,4.5,3,,,Completed,Outdoor,2019-04-10,,,6.0,6.0,5.0,,,1665.0,29.0,Bogota,Ostapenko J.,1.0,1.22,5.0,1.21,4.87,1st Round,,,Clay,International,Copa Claro Colsanitas,,,2.0,7.0,7.0,288.0,205.0,17,Ahn K.,2.0
30350,4.77,1.18,5.0,1.16,3,,,Completed,Outdoor,2019-04-10,,,4.0,2.0,,,,222.0,248.0,Bogota,Kuwata H.,0.0,5.21,1.23,5.21,1.19,1st Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,,402.0,148.0,17,Vickery S.,2.0
30351,3.13,1.35,3.25,1.33,3,,,Completed,Outdoor,2019-04-10,,,6.0,1.0,4.0,,,445.0,137.0,Bogota,Khromacheva I.,1.0,3.3,1.4,3.27,1.38,1st Round,,,Clay,International,Copa Claro Colsanitas,,,4.0,6.0,6.0,846.0,67.0,17,Zidansek T.,2.0
30352,1.58,2.63,1.61,2.2,3,,,Completed,Outdoor,2019-04-10,,,3.0,7.0,1.0,,,30.0,574.0,Bogota,Rogers S.,1.0,1.65,2.48,1.6,2.48,1st Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,6.0,439.0,138.0,17,Sharma A.,2.0
30353,2.44,1.54,2.5,1.5,3,,,Completed,Outdoor,2019-04-10,,,6.0,6.0,,,,857.0,66.0,Bogota,Schmiedlova A.,0.0,2.59,1.61,2.59,1.57,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,7.0,7.0,,350.0,165.0,17,Haddad Maia B.,2.0
30354,2.75,1.43,2.75,1.4,3,,,Completed,Outdoor,2019-04-10,,,4.0,6.0,4.0,,,482.0,124.0,Bogota,Bogdan A.,1.0,2.95,1.48,2.88,1.48,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,4.0,6.0,755.0,79.0,17,Sorribes Tormo S.,2.0
30355,1.71,2.12,1.57,2.25,3,,,Completed,Outdoor,2019-04-11,,,4.0,7.0,3.0,,,288.0,205.0,Bogota,Ahn K.,1.0,1.79,2.25,1.79,2.15,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,6.0,70.0,438.0,17,Osorio Serrano M.C.,2.0
30356,3.88,1.25,3.75,1.25,3,,,Completed,Outdoor,2019-04-11,,,4.0,4.0,,,,389.0,151.0,Bogota,Lepchenko V.,0.0,5.1,1.3,4.28,1.26,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,,768.0,76.0,17,Anisimova A.,2.0
30357,2.76,1.43,2.75,1.4,3,,,Completed,Outdoor,2019-04-11,,,2.0,0.0,,,,402.0,148.0,Bogota,Vickery S.,0.0,2.9,1.52,2.74,1.52,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,,846.0,67.0,17,Zidansek T.,2.0
30358,2.19,1.66,2.2,1.61,3,,,Completed,Outdoor,2019-04-11,,,6.0,1.0,,,,318.0,187.0,Bogota,Paolini J.,0.0,2.32,1.74,2.24,1.74,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,7.0,6.0,,595.0,106.0,17,Arruabarrena L.,2.0
30359,1.62,2.27,1.57,2.25,3,,,Completed,Outdoor,2019-04-11,,,4.0,3.0,,,,725.0,85.0,Bogota,Linette M.,0.0,1.7,2.42,1.64,2.42,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,,439.0,138.0,17,Sharma A.,2.0
30360,1.95,1.84,1.9,1.8,3,,,Completed,Outdoor,2019-04-12,,,2.0,1.0,,,,357.0,162.0,Bogota,Schoofs B.,0.0,2.05,1.92,1.99,1.92,2nd Round,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,,226.0,243.0,17,Errani S.,2.0
30361,1.53,2.48,1.53,2.5,3,,,Completed,Outdoor,2019-04-12,,,4.0,2.0,,,,846.0,67.0,Bogota,Zidansek T.,0.0,1.58,2.63,1.58,2.59,Quarterfinals,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,,595.0,106.0,17,Arruabarrena L.,2.0
30362,2.06,1.75,2.1,1.72,3,,,Completed,Outdoor,2019-04-12,,,7.0,2.0,3.0,,,755.0,79.0,Bogota,Sorribes Tormo S.,1.0,2.16,1.81,2.16,1.79,Quarterfinals,,,Clay,International,Copa Claro Colsanitas,,,6.0,6.0,6.0,350.0,165.0,17,Haddad Maia B.,2.0
30363,2.15,1.69,2.2,1.66,3,,,Completed,Outdoor,2019-04-12,,,1.0,5.0,,,,226.0,243.0,Bogota,Errani S.,0.0,2.41,1.76,2.41,1.65,Quarterfinals,,,Clay,International,Copa Claro Colsanitas,,,6.0,7.0,,439.0,138.0,17,Sharma A.,2.0
30364,6.05,1.12,6.5,1.11,3,,,Completed,Outdoor,2019-04-12,,,2.0,6.0,3.0,,,70.0,438.0,Bogota,Osorio Serrano M.C.,1.0,6.76,1.17,6.76,1.15,Quarterfinals,,,Clay,International,Copa Claro Colsanitas,,,6.0,1.0,6.0,768.0,76.0,17,Anisimova A.,2.0
30365,2.28,1.62,2.3,1.61,3,,,Completed,Outdoor,2019-04-13,,,6.0,6.0,2.0,,,350.0,165.0,Bogota,Haddad Maia B.,1.0,2.55,1.69,2.38,1.67,Semifinals,,,Clay,International,Copa Claro Colsanitas,,,4.0,7.0,6.0,768.0,76.0,17,Anisimova A.,2.0
30366,1.74,2.1,1.72,2.1,3,,,Completed,Outdoor,2019-04-13,,,5.0,1.0,,,,595.0,106.0,Bogota,Arruabarrena L.,0.0,1.83,2.24,1.75,2.24,Semifinals,,,Clay,International,Copa Claro Colsanitas,,,7.0,6.0,,439.0,138.0,17,Sharma A.,2.0
30367,2.65,1.48,2.75,1.44,3,,,Completed,Outdoor,2019-04-14,,,6.0,4.0,1.0,,,439.0,138.0,Bogota,Sharma A.,1.0,2.75,1.53,2.74,1.53,The Final,,,Clay,International,Copa Claro Colsanitas,,,4.0,6.0,6.0,768.0,76.0,17,Anisimova A.,2.0
30368,1.76,2.05,1.72,2.0,3,,,Completed,Outdoor,2019-04-08,,,7.0,2.0,4.0,,,729.0,84.0,Lugano,Barthel M.,1.0,1.83,2.13,1.79,2.13,1st Round,,,Clay,International,Samsung Open,,,6.0,6.0,6.0,602.0,103.0,18,Cirstea S.,2.0
30369,2.97,1.38,3.0,1.36,3,,,Completed,Outdoor,2019-04-08,,,2.0,6.0,4.0,,,499.0,121.0,Lugano,Smitkova T.,1.0,3.14,1.42,3.14,1.41,1st Round,,,Clay,International,Samsung Open,,,6.0,0.0,6.0,1070.0,52.0,18,Van Uytvanck A.,2.0
30370,1.48,2.65,1.44,2.62,3,,,Completed,Outdoor,2019-04-08,,,6.0,2.0,6.0,,,1013.0,57.0,Lugano,Alexandrova E.,1.0,1.57,2.93,1.55,2.61,1st Round,,,Clay,International,Samsung Open,,,3.0,6.0,7.0,562.0,109.0,18,Kuznetsova S.,2.0
30371,2.93,1.4,3.0,1.36,3,,,Completed,Outdoor,2019-04-08,,,6.0,6.0,2.0,,,469.0,128.0,Lugano,Rus A.,1.0,3.1,1.45,3.03,1.43,1st Round,,,Clay,International,Samsung Open,,,3.0,7.0,6.0,752.0,81.0,18,Golubic V.,2.0
30372,3.7,1.27,3.75,1.25,3,,,Completed,Outdoor,2019-04-09,,,3.0,0.0,,,,336.0,177.0,Lugano,Zavatska K.,0.0,4.27,1.32,4.27,1.26,1st Round,,,Clay,International,Samsung Open,,,6.0,6.0,,524.0,115.0,18,Swiatek I.,2.0
30373,3.09,1.37,3.0,1.36,3,,,Completed,Outdoor,2019-04-09,,,2.0,2.0,,,,344.0,173.0,Lugano,Gatto-Monticone G.,0.0,3.43,1.41,3.39,1.36,1st Round,,,Clay,International,Samsung Open,,,6.0,6.0,,1195.0,46.0,18,Kuzmova V.,2.0
30374,1.87,1.91,1.83,1.83,3,,,Completed,Outdoor,2019-04-09,,,2.0,5.0,,,,600.0,105.0,Lugano,Minella M.,0.0,1.95,2.01,1.88,2.01,1st Round,,,Clay,International,Samsung Open,,,6.0,7.0,,570.0,108.0,18,Ferro F.,2.0
30375,1.49,2.59,1.44,2.62,3,,,Completed,Outdoor,2019-04-09,,,6.0,3.0,4.0,,,1718.0,27.0,Lugano,Suarez Navarro C.,1.0,1.61,2.84,1.5,2.76,1st Round,,,Clay,International,Samsung Open,,,3.0,6.0,6.0,709.0,89.0,18,Hercog P.,2.0
30376,2.74,1.44,2.75,1.4,3,,,Completed,Outdoor,2019-04-09,,,4.0,5.0,,,,328.0,183.0,Lugano,In-Albon Y.,0.0,2.9,1.5,2.75,1.5,1st Round,,,Clay,International,Samsung Open,,,6.0,7.0,,606.0,101.0,18,Pliskova Kr.,2.0
30377,2.4,1.56,2.37,1.53,3,,,Completed,Outdoor,2019-04-09,,,2.0,6.0,2.0,,,150.0,309.0,Lugano,Jani R.L.,1.0,2.55,1.6,2.52,1.58,1st Round,,,Clay,International,Samsung Open,,,6.0,2.0,6.0,871.0,65.0,18,Lapko V.,2.0
30378,1.31,3.38,1.28,3.5,3,,,Completed,Outdoor,2019-04-09,,,7.0,2.0,5.0,,,80.0,413.0,Lugano,Tauson C.,1.0,1.34,3.81,1.34,3.56,1st Round,,,Clay,International,Samsung Open,,,6.0,6.0,7.0,815.0,69.0,18,Rodina E.,2.0
30379,3.8,1.26,4.0,1.22,3,,,Completed,Outdoor,2019-04-09,,,0.0,2.0,,,,464.0,131.0,Lugano,Korpatsch T.,0.0,4.38,1.3,4.38,1.25,1st Round,,,Clay,International,Samsung Open,,,6.0,6.0,,550.0,112.0,18,Bacsinszky T.,2.0
30380,2.36,1.58,2.37,1.53,3,,,Completed,Outdoor,2019-04-09,,,2.0,4.0,,,,1059.0,53.0,Lugano,Parmentier P.,0.0,2.45,1.66,2.34,1.66,1st Round,,,Clay,International,Samsung Open,,,6.0,6.0,,646.0,97.0,18,Voegele S.,2.0
30381,2.18,1.68,2.1,1.66,3,,,Completed,Outdoor,2019-04-09,,,3.0,6.0,,,,342.0,174.0,Lugano,Frech M.,0.0,2.26,1.76,2.26,1.7,1st Round,,,Clay,International,Samsung Open,,,6.0,7.0,,893.0,64.0,18,Peterson R.,2.0
30382,1.13,5.8,1.14,5.5,3,,,Completed,Outdoor,2019-04-09,,,5.0,2.0,,,,2515.0,20.0,Lugano,Bencic B.,0.0,1.17,7.0,1.14,6.67,1st Round,,,Clay,International,Samsung Open,,,7.0,6.0,,328.0,182.0,18,Lottner A.,2.0
30383,2.07,1.74,2.0,1.72,3,,,Completed,Outdoor,2019-04-10,,,2.0,6.0,6.0,,,387.0,152.0,Lugano,Teichmann J.,1.0,2.15,1.85,2.04,1.85,1st Round,,,Clay,International,Samsung Open,,,6.0,4.0,7.0,731.0,83.0,18,Kudermetova V.,2.0
30384,1.68,2.16,1.61,2.2,3,,,Completed,Outdoor,2019-04-10,,,4.0,5.0,,,,1070.0,52.0,Lugano,Van Uytvanck A.,0.0,1.73,2.33,1.68,2.33,2nd Round,,,Clay,International,Samsung Open,,,6.0,7.0,,570.0,108.0,18,Ferro F.,2.0
30385,2.29,1.61,2.37,1.53,3,,,Completed,Outdoor,2019-04-10,,,6.0,6.0,4.0,,,602.0,103.0,Lugano,Cirstea S.,1.0,2.45,1.7,2.29,1.7,2nd Round,,,Clay,International,Samsung Open,,,3.0,7.0,6.0,709.0,89.0,18,Hercog P.,2.0
30386,2.68,1.46,2.62,1.44,3,,,Completed,Outdoor,2019-04-11,,,2.0,0.0,,,,815.0,69.0,Lugano,Rodina E.,0.0,2.85,1.53,2.85,1.48,2nd Round,,,Clay,International,Samsung Open,,,6.0,6.0,,871.0,65.0,18,Lapko V.,2.0
30387,2.3,1.61,2.2,1.61,3,,,Completed,Outdoor,2019-04-11,,,3.0,6.0,2.0,,,1195.0,46.0,Lugano,Kuzmova V.,1.0,2.41,1.69,2.41,1.64,2nd Round,,,Clay,International,Samsung Open,,,6.0,3.0,6.0,524.0,115.0,18,Swiatek I.,2.0
30388,1.6,2.31,1.57,2.25,3,,,Completed,Outdoor,2019-04-11,,,6.0,4.0,6.0,,,893.0,64.0,Lugano,Peterson R.,1.0,1.65,2.4,1.65,2.4,2nd Round,,,Clay,International,Samsung Open,,,1.0,6.0,7.0,731.0,83.0,18,Kudermetova V.,2.0
30389,1.93,1.85,1.9,1.8,3,,,Completed,Outdoor,2019-04-11,,,1.0,1.0,,,,752.0,81.0,Lugano,Golubic V.,0.0,2.05,1.91,2.01,1.9,2nd Round,,,Clay,International,Samsung Open,,,6.0,6.0,,646.0,97.0,18,Voegele S.,2.0
30390,1.44,2.74,1.4,2.75,3,,,Completed,Outdoor,2019-04-11,,,7.0,3.0,4.0,,,550.0,112.0,Lugano,Bacsinszky T.,1.0,1.5,2.97,1.45,2.97,2nd Round,,,Clay,International,Samsung Open,,,5.0,6.0,6.0,562.0,109.0,18,Kuznetsova S.,2.0
30391,1.89,1.89,1.9,1.8,3,,,Completed,Outdoor,2019-04-11,,,2.0,4.0,,,,328.0,182.0,Lugano,Lottner A.,0.0,2.0,2.05,1.96,1.94,2nd Round,,,Clay,International,Samsung Open,,,6.0,6.0,,606.0,101.0,18,Pliskova Kr.,2.0
30392,2.27,1.62,2.37,1.57,3,,,Completed,Outdoor,2019-04-12,,,4.0,1.0,,,,731.0,83.0,Lugano,Kudermetova V.,0.0,2.38,1.68,2.36,1.68,Quarterfinals,,,Clay,International,Samsung Open,,,6.0,6.0,,709.0,89.0,18,Hercog P.,2.0
30393,1.55,2.44,1.5,2.62,3,,,Completed,Outdoor,2019-04-12,,,5.0,6.0,,,,646.0,97.0,Lugano,Voegele S.,0.0,1.64,2.62,1.64,2.44,Quarterfinals,,,Clay,International,Samsung Open,,,7.0,7.0,,570.0,108.0,18,Ferro F.,2.0
30394,2.92,1.4,3.0,1.4,3,,,Completed,Outdoor,2019-04-12,,,6.0,4.0,1.0,,,871.0,65.0,Lugano,Lapko V.,1.0,3.23,1.45,3.23,1.41,Quarterfinals,,,Clay,International,Samsung Open,,,4.0,6.0,6.0,524.0,115.0,18,Swiatek I.,2.0
30395,1.55,2.43,1.53,2.5,3,,,Completed,Outdoor,2019-04-12,,,6.0,3.0,5.0,,,562.0,109.0,Lugano,Kuznetsova S.,1.0,1.6,2.55,1.6,2.54,Quarterfinals,,,Clay,International,Samsung Open,,,4.0,6.0,7.0,606.0,101.0,18,Pliskova Kr.,2.0
30396,2.28,1.62,2.3,1.61,3,,,Completed,Outdoor,2019-04-13,,,5.0,4.0,,,,570.0,108.0,Lugano,Ferro F.,0.0,2.38,1.72,2.27,1.72,Semifinals,,,Clay,International,Samsung Open,,,7.0,6.0,,709.0,89.0,18,Hercog P.,2.0
30397,2.76,1.44,2.75,1.44,3,,,Completed,Outdoor,2019-04-13,,,0.0,1.0,,,,606.0,101.0,Lugano,Pliskova Kr.,0.0,3.0,1.54,2.98,1.46,Semifinals,,,Clay,International,Samsung Open,,,6.0,6.0,,524.0,115.0,18,Swiatek I.,2.0
30398,1.45,2.75,1.44,2.75,3,,,Completed,Outdoor,2019-04-14,,,3.0,6.0,3.0,,,524.0,115.0,Lugano,Swiatek I.,1.0,1.52,3.09,1.44,3.09,The Final,,,Clay,International,Samsung Open,,,6.0,3.0,6.0,709.0,89.0,18,Hercog P.,2.0
30399,7.16,1.09,7.0,1.1,3,,,Completed,Outdoor,2019-04-22,,,1.0,6.0,0.0,,,240.0,237.0,Istanbul,Ozgen P.,1.0,8.69,1.12,8.04,1.11,1st Round,,,Clay,International,Istanbul Cup,,,6.0,2.0,6.0,922.0,65.0,19,Peterson R.,2.0
30400,2.62,1.47,2.62,1.44,3,,,Completed,Outdoor,2019-04-22,,,6.0,6.0,3.0,,,660.0,92.0,Istanbul,Larsson J.,1.0,2.81,1.52,2.81,1.47,1st Round,,,Clay,International,Istanbul Cup,,,7.0,4.0,6.0,796.0,72.0,19,Gasparyan M.,2.0
30401,2.85,1.41,2.75,1.4,3,,,Completed,Outdoor,2019-04-22,,,6.0,1.0,3.0,,,831.0,68.0,Istanbul,Zidansek T.,1.0,3.05,1.45,3.01,1.43,1st Round,,,Clay,International,Istanbul Cup,,,3.0,6.0,6.0,1245.0,40.0,19,Martic P.,2.0
30402,2.63,1.47,2.62,1.44,3,,,Completed,Outdoor,2019-04-23,,,6.0,0.0,0.0,,,317.0,186.0,Istanbul,Bara I.,1.0,2.76,1.52,2.76,1.5,1st Round,,,Clay,International,Istanbul Cup,,,2.0,6.0,6.0,631.0,97.0,19,Cirstea S.,2.0
30403,1.45,2.7,1.4,2.75,3,,,Completed,Outdoor,2019-04-23,,,6.0,2.0,4.0,,,1237.0,41.0,Istanbul,Siniakova K.,1.0,1.5,2.86,1.48,2.82,1st Round,,,Clay,International,Istanbul Cup,,,3.0,6.0,6.0,368.0,161.0,19,Rybakina E.,2.0
30404,1.47,2.64,1.44,2.62,3,,,Completed,Outdoor,2019-04-23,,,4.0,4.0,,,,608.0,104.0,Istanbul,Jorovic I.,0.0,1.53,2.8,1.53,2.65,1st Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,413.0,142.0,19,Babos T.,2.0
30405,4.79,1.18,4.5,1.18,3,,,Completed,Outdoor,2019-04-23,,,4.0,4.0,,,,457.0,129.0,Istanbul,Glushko J.,0.0,5.2,1.21,5.2,1.19,1st Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,1650.0,30.0,19,Buzarnescu M.,2.0
30406,1.7,2.12,1.72,2.0,3,,,Completed,Outdoor,2019-04-23,,,7.0,5.0,4.0,,,1195.0,44.0,Istanbul,Kuzmova V.,1.0,1.85,2.26,1.7,2.26,1st Round,,,Clay,International,Istanbul Cup,,,5.0,7.0,6.0,1166.0,47.0,19,Strycova B.,2.0
30407,1.34,3.18,1.33,3.25,3,,,Completed,Outdoor,2019-04-23,,,4.0,5.0,,,,1718.0,27.0,Istanbul,Suarez Navarro C.,0.0,1.4,3.4,1.38,3.28,1st Round,,,Clay,International,Istanbul Cup,,,6.0,7.0,,525.0,117.0,19,Arruabarrena L.,2.0
30408,4.74,1.18,5.5,1.14,3,,,Completed,Outdoor,2019-04-23,,,3.0,6.0,,,,211.0,256.0,Istanbul,Buyukakcay C.,0.0,5.6,1.21,5.01,1.21,1st Round,,,Clay,International,Istanbul Cup,,,6.0,7.0,,621.0,98.0,19,Kuznetsova S.,2.0
30409,1.67,2.18,1.57,2.25,3,,,Completed,Outdoor,2019-04-23,,,3.0,4.0,,,,1197.0,43.0,Istanbul,Sakkari M.,0.0,1.75,2.33,1.75,2.19,1st Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,782.0,76.0,19,Kudermetova V.,2.0
30410,2.77,1.43,2.75,1.4,3,,,Completed,Outdoor,2019-04-23,,,1.0,1.0,,,,820.0,69.0,Istanbul,Rodina E.,0.0,2.96,1.47,2.96,1.45,1st Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,1059.0,52.0,19,Parmentier P.,2.0
30411,1.97,1.81,2.0,1.72,3,,,Retired,Outdoor,2019-04-24,,,1.0,0.0,,,,1010.0,59.0,Istanbul,Flipkens K.,0.0,2.06,1.9,2.05,1.85,1st Round,,,Clay,International,Istanbul Cup,,,6.0,1.0,,402.0,150.0,19,Bogdan A.,1.0
30412,1.43,2.76,1.4,2.75,3,,,Completed,Outdoor,2019-04-24,,,3.0,4.0,,,,1400.0,37.0,Istanbul,Yastremska D.,0.0,1.48,2.95,1.45,2.94,1st Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,893.0,66.0,19,Mladenovic K.,2.0
30413,3.03,1.37,3.0,1.36,3,,,Completed,Outdoor,2019-04-24,,,3.0,3.0,,,,1253.0,39.0,Istanbul,Tomljanovic A.,0.0,3.28,1.4,3.28,1.38,1st Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,1167.0,46.0,19,Vondrousova M.,2.0
30414,2.02,1.78,2.0,1.72,3,,,Retired,Outdoor,2019-04-24,,,3.0,0.0,,,,787.0,74.0,Istanbul,Potapova A.,0.0,2.15,1.85,2.15,1.78,1st Round,,,Clay,International,Istanbul Cup,,,6.0,1.0,,677.0,91.0,19,Kozlova K.,1.0
30415,1.94,1.84,1.9,1.8,3,,,Completed,Outdoor,2019-04-24,,,2.0,6.0,3.0,,,631.0,97.0,Istanbul,Cirstea S.,1.0,2.1,1.92,2.1,1.83,2nd Round,,,Clay,International,Istanbul Cup,,,6.0,1.0,6.0,1166.0,47.0,19,Strycova B.,2.0
30416,1.55,2.44,1.44,2.62,3,,,Completed,Outdoor,2019-04-24,,,6.0,4.0,5.0,,,1650.0,30.0,Istanbul,Buzarnescu M.,1.0,1.67,2.71,1.67,2.36,2nd Round,,,Clay,International,Istanbul Cup,,,1.0,6.0,7.0,796.0,72.0,19,Gasparyan M.,2.0
30417,1.58,2.36,1.53,2.37,3,,,Completed,Outdoor,2019-04-24,,,3.0,2.0,,,,922.0,65.0,Istanbul,Peterson R.,0.0,1.63,2.45,1.63,2.45,2nd Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,525.0,117.0,19,Arruabarrena L.,2.0
30418,1.79,2.01,1.72,2.0,3,,,Completed,Outdoor,2019-04-24,,,0.0,4.0,,,,1059.0,52.0,Istanbul,Parmentier P.,0.0,1.85,2.1,1.83,2.1,2nd Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,368.0,161.0,19,Rybakina E.,2.0
30419,3.02,1.37,3.0,1.36,3,,,Completed,Outdoor,2019-04-25,,,4.0,3.0,,,,621.0,98.0,Istanbul,Kuznetsova S.,0.0,3.33,1.43,3.33,1.38,2nd Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,1167.0,46.0,19,Vondrousova M.,2.0
30420,4.04,1.24,4.0,1.22,3,,,Completed,Outdoor,2019-04-25,,,6.0,5.0,3.0,,,402.0,150.0,Istanbul,Bogdan A.,1.0,5.8,1.28,4.14,1.28,2nd Round,,,Clay,International,Istanbul Cup,,,4.0,7.0,6.0,1245.0,40.0,19,Martic P.,2.0
30421,1.92,1.86,1.9,1.8,3,,,Completed,Outdoor,2019-04-25,,,1.0,2.0,,,,677.0,91.0,Istanbul,Kozlova K.,0.0,2.02,1.92,2.02,1.88,2nd Round,,,Clay,International,Istanbul Cup,,,6.0,6.0,,893.0,66.0,19,Mladenovic K.,2.0
30422,2.88,1.41,2.75,1.4,3,,,Completed,Outdoor,2019-04-25,,,0.0,6.0,,,,413.0,142.0,Istanbul,Babos T.,0.0,3.12,1.45,3.12,1.42,2nd Round,,,Clay,International,Istanbul Cup,,,6.0,7.0,,782.0,76.0,19,Kudermetova V.,2.0
30423,2.06,1.76,2.1,1.72,3,,,Completed,Outdoor,2019-04-26,,,6.0,6.0,0.0,,,368.0,161.0,Istanbul,Rybakina E.,1.0,2.21,1.94,2.21,1.76,Quarterfinals,,,Clay,International,Istanbul Cup,,,0.0,7.0,6.0,1166.0,47.0,19,Strycova B.,2.0
30424,4.46,1.2,5.0,1.16,3,,,Completed,Outdoor,2019-04-26,,,1.0,2.0,,,,525.0,117.0,Istanbul,Arruabarrena L.,0.0,5.05,1.23,5.03,1.22,Quarterfinals,,,Clay,International,Istanbul Cup,,,6.0,6.0,,1167.0,46.0,19,Vondrousova M.,2.0
30425,2.15,1.69,2.2,1.66,3,,,Completed,Outdoor,2019-04-26,,,6.0,6.0,6.0,,,893.0,66.0,Istanbul,Mladenovic K.,1.0,2.25,1.77,2.23,1.75,Quarterfinals,,,Clay,International,Istanbul Cup,,,7.0,4.0,7.0,1245.0,40.0,19,Martic P.,2.0
30426,1.76,2.06,1.72,2.1,3,,,Completed,Outdoor,2019-04-26,,,5.0,4.0,,,,782.0,76.0,Istanbul,Kudermetova V.,0.0,1.91,2.2,1.82,2.12,Quarterfinals,,,Clay,International,Istanbul Cup,,,7.0,6.0,,796.0,72.0,19,Gasparyan M.,2.0
30427,4.8,1.18,5.0,1.16,3,,,Completed,Outdoor,2019-04-27,,,2.0,1.0,,,,1166.0,47.0,Istanbul,Strycova B.,0.0,5.35,1.21,5.35,1.2,Semifinals,,,Clay,International,Istanbul Cup,,,6.0,6.0,,1167.0,46.0,19,Vondrousova M.,2.0
30428,2.9,1.41,3.0,1.4,3,,,Retired,Outdoor,2019-04-27,,,1.0,,,,,796.0,72.0,Istanbul,Gasparyan M.,0.0,3.05,1.45,3.03,1.45,Semifinals,,,Clay,International,Istanbul Cup,,,6.0,,,1245.0,40.0,19,Martic P.,1.0
30429,1.46,2.7,1.5,2.62,3,,,Completed,Outdoor,2019-04-28,,,6.0,4.0,1.0,,,1167.0,46.0,Istanbul,Vondrousova M.,1.0,1.5,2.86,1.49,2.86,The Final,,,Clay,International,Istanbul Cup,,,1.0,6.0,6.0,1245.0,40.0,19,Martic P.,2.0
30430,1.41,2.86,1.4,2.75,3,,,Completed,Indoor,2019-04-23,,,6.0,5.0,,,,2580.0,18.0,Stuttgart,Mertens E.,0.0,1.47,3.1,1.45,2.94,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,7.0,7.0,,2355.0,22.0,20,Kasatkina D.,2.0
30431,2.08,1.74,2.0,1.72,3,,,Completed,Indoor,2019-04-23,,,2.0,6.0,0.0,,,1665.0,29.0,Stuttgart,Ostapenko J.,1.0,2.18,1.8,2.16,1.76,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,4.0,6.0,3145.0,13.0,20,Sevastova A.,2.0
30432,1.9,1.89,2.0,1.72,3,,,Completed,Indoor,2019-04-23,,,3.0,4.0,,,,785.0,75.0,Stuttgart,Sorribes Tormo S.,0.0,2.0,2.0,1.92,1.97,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,801.0,71.0,20,Petkovic A.,2.0
30433,1.36,3.12,1.36,3.0,3,,,Completed,Indoor,2019-04-23,,,5.0,3.0,,,,1512.0,33.0,Stuttgart,Cibulkova D.,0.0,1.4,3.35,1.37,3.35,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,7.0,6.0,,307.0,192.0,20,Minnen G.,2.0
30434,2.53,1.51,2.5,1.5,3,,,Completed,Indoor,2019-04-23,,,2.0,2.0,,,,1767.0,26.0,Stuttgart,Tsurenko L.,0.0,2.75,1.55,2.63,1.54,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,619.0,99.0,20,Siegemund L.,2.0
30435,4.8,1.18,4.33,1.2,3,,,Completed,Indoor,2019-04-23,,,5.0,2.0,,,,16.0,681.0,Stuttgart,Friedsam A.L.,0.0,5.45,1.2,5.31,1.19,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,7.0,6.0,,4640.0,7.0,20,Bertens K.,2.0
