"date","club","country","elo"
"2023-05-15","Kasimpasa","TUR","1430.55"
"2023-05-15","Kayserispor","TUR","1442.34"
"2023-05-15","Kilmarnock","SCO","1219.42"
"2023-05-15","Klagenfurt","AUT","1374.79"
"2023-05-15","Konyaspor","TUR","1482.72"
"2023-05-15","Korona","POL","1304.76"
"2023-05-15","Kortrijk","BEL","1371.18"
"2023-05-15","Kryliya Sovetov","RUS","1393.98"
"2023-05-15","Kuopio","FIN","1341.05"
"2023-05-15","Lamia","GRE","1182.19"
"2023-05-15","Las Palmas","ESP","1562.42"
"2023-05-15","LASK","AUT","1511.19"
"2023-05-15","Laval","FRA","1314.48"
"2023-05-15","Lazio","ITA","1764.14"
"2023-05-15","Le Havre","FRA","1502.72"
"2023-05-15","Lecce","ITA","1577.08"
"2023-05-15","Lech","POL","1546.83"
"2023-05-15","Lechia","POL","1301.41"
"2023-05-15","Leeds","ENG","1666.53"
"2023-05-15","Leganes","ESP","1501.01"
"2023-05-15","Legia","POL","1485.19"
"2023-05-15","Leicester","ENG","1709.17"
"2023-05-15","Lens","FRA","1747.23"
"2023-05-15","Levadeiakos","GRE","1186.55"
"2023-05-15","Levante","ESP","1604.97"
"2023-05-15","Leverkusen","GER","1779.39"
"2023-05-15","Lille","FRA","1694.37"
"2023-05-15","Lillestrom","NOR","1406.43"
"2023-05-15","Liverpool","ENG","1944.24"
"2023-05-15","Livingston","SCO","1242.85"
"2023-05-15","Lok Moskva","RUS","1502.36"
"2023-05-15","Lorient","FRA","1582.51"
"2023-05-15","Lubin","POL","1337.18"
"2023-05-15","Lugo","ESP","1372.48"
"2023-05-15","Lustenau","AUT","1381.63"
"2023-05-15","Luton","ENG","1590.01"
"2023-05-15","Lyngby","DEN","1331.36"
"2023-05-15","Lyon","FRA","1690.24"
"2023-05-15","Magdeburg","GER","1410.83"
"2023-05-15","Mainz","GER","1698.82"
"2023-05-15","Malaga","ESP","1464.76"
"2023-05-15","Mallorca","ESP","1647.17"
"2023-05-15","Malmoe","SWE","1478.76"
"2023-05-15","Man City","ENG","2074.12"
"2023-05-15","Man United","ENG","1847.60"
"2023-05-15","Maritimo","POR","1396.97"
"2023-05-15","Marseille","FRA","1743.77"
"2023-05-15","Mechelen","BEL","1427.40"
"2023-05-15","Metz","FRA","1530.34"
"2023-05-15","MGladbach","GER","1675.72"
"2023-05-15","Middlesbrough","ENG","1581.71"
"2023-05-15","Midtjylland","DEN","1544.23"
"2023-05-15","Miedz Legnica","POL","1245.45"
"2023-05-15","Milan","ITA","1819.61"
"2023-05-15","Millwall","ENG","1528.11"
"2023-05-15","Mioveni","ROM","1110.44"
"2023-05-15","Mirandes","ESP","1483.06"
"2023-05-15","Mjaellby","SWE","1363.23"
"2023-05-15","Modena","ITA","1405.74"
"2023-05-15","Molde","NOR","1553.92"
"2023-05-15","Monaco","FRA","1682.88"
"2023-05-15","Montpellier","FRA","1585.06"
"2023-05-15","Monza","ITA","1668.00"
"2023-05-15","Motherwell","SCO","1293.10"
"2023-05-15","Nantes","FRA","1541.83"
"2023-05-15","Napoli","ITA","1899.83"
"2023-05-15","Newcastle","ENG","1864.42"
"2023-05-15","NFC Volos","GRE","1235.60"
"2023-05-15","Nice","FRA","1639.49"
"2023-05-15","Nijmegen","NED","1451.04"
"2023-05-15","Nimes","FRA","1327.48"
"2023-05-15","Niort","FRA","1264.87"
"2023-05-15","Nizhny Novgorod","RUS","1343.75"
"2023-05-15","Nordsjaelland","DEN","1492.91"
"2023-05-15","Norrkoeping","SWE","1390.02"
"2023-05-15","Norwich","ENG","1507.82"
"2023-05-15","Nottm Forest","ENG","1648.44"
"2023-05-15","Nurnberg","GER","1421.36"
"2023-05-15","Odd Grenland","NOR","1366.69"
"2023-05-15","Odense","DEN","1418.97"
"2023-05-15","OFI","GRE","1265.01"
"2023-05-15","Olympiakos","GRE","1523.35"
"2023-05-15","Oostende","BEL","1350.36"
"2023-05-15","Orenburg","RUS","1411.30"
"2023-05-15","Osasuna","ESP","1664.89"
"2023-05-15","Oud-Heverlee Leuven","BEL","1473.58"
"2023-05-15","Oviedo","ESP","1537.38"
"2023-05-15","Pacos Ferreira","POR","1373.01"
"2023-05-15","Paderborn","GER","1534.32"
"2023-05-15","Palermo","ITA","1444.27"
"2023-05-15","Panathinaikos","GRE","1487.19"
"2023-05-15","Panetolikos","GRE","1162.32"
"2023-05-15","PAOK","GRE","1459.84"
"2023-05-15","Paris FC","FRA","1420.74"
"2023-05-15","Paris SG","FRA","1828.05"
"2023-05-15","Parma","ITA","1507.81"
"2023-05-15","Pau FC","FRA","1351.56"
"2023-05-15","Perugia","ITA","1406.61"
"2023-05-15","Petrolul Ploiesti","ROM","1226.08"
"2023-05-15","Piast Gliwice","POL","1442.90"
"2023-05-15","Pisa","ITA","1472.41"
"2023-05-15","Plock","POL","1316.03"
"2023-05-15","Pogon","POL","1458.50"
"2023-05-15","Ponferradina","ESP","1443.99"
"2023-05-15","Portimonense","POR","1415.45"
"2023-05-15","Porto","POR","1827.77"
"2023-05-15","Preston","ENG","1480.00"
"2023-05-15","PSV Eindhoven","NED","1747.38"
"2023-05-15","QPR","ENG","1410.80"
"2023-05-15","Quevilly Rouen","FRA","1380.44"
"2023-05-15","Radomiak","POL","1335.84"
"2023-05-15","Rakow","POL","1546.87"
"2023-05-15","Randers","DEN","1446.40"
"2023-05-15","Rangers","SCO","1644.16"
"2023-05-15","Rapid Bucuresti","ROM","1327.06"
"2023-05-15","Rapid Wien","AUT","1463.93"
"2023-05-15","RB Leipzig","GER","1806.03"
"2023-05-15","Reading","ENG","1419.12"
"2023-05-15","Real Madrid","ESP","1925.82"
"2023-05-15","Regensburg","GER","1359.16"
"2023-05-15","Reggina","ITA","1424.94"
"2023-05-15","Reims","FRA","1625.45"
"2023-05-15","Rennes","FRA","1683.92"
"2023-05-15","Ried","AUT","1320.59"
"2023-05-15","Rio Ave","POR","1446.35"
"2023-05-15","Rodez","FRA","1366.80"
"2023-05-15","Roma","ITA","1797.86"
"2023-05-15","Rosenborg","NOR","1434.35"
"2023-05-15","Ross County","SCO","1237.62"
"2023-05-15","Rostov","RUS","1500.41"
"2023-05-15","Rotherham","ENG","1444.98"
"2023-05-15","Salernitana","ITA","1610.74"
"2023-05-15","Salzburg","AUT","1720.40"
"2023-05-15","Sampdoria","ITA","1518.85"
"2023-05-15","Sandefjord","NOR","1240.06"
"2023-05-15","Sandhausen","GER","1366.59"
"2023-05-15","Santa Clara","POR","1376.94"
"2023-05-15","Santander","ESP","1482.94"
"2023-05-15","Sarpsborg","NOR","1371.71"
"2023-05-15","Sassuolo","ITA","1673.04"
"2023-05-15","Schalke 04","GER","1589.76"
"2023-05-15","Sepsi","ROM","1323.64"
"2023-05-15","Seraing","BEL","1290.72"
"2023-05-15","Sevilla","ESP","1776.45"
"2023-05-15","Sheffield United","ENG","1635.86"
"2023-05-15","Silkeborg","DEN","1401.22"
"2023-05-15","Sivasspor","TUR","1439.72"
"2023-05-15","Slask","POL","1307.60"
"2023-05-15","Sochaux","FRA","1425.19"
"2023-05-15","Sochi","RUS","1465.33"
"2023-05-15","Sociedad","ESP","1770.53"
"2023-05-15","Southampton","ENG","1616.06"
"2023-05-15","Sp Braga","POR","1680.89"
"2023-05-15","Sp Gijon","ESP","1479.69"
"2023-05-15","Sp Lisbon","POR","1755.36"
"2023-05-15","Spal","ITA","1397.61"
"2023-05-15","Sparta Rotterdam","NED","1542.07"
"2023-05-15","Spartak Moskva","RUS","1544.66"
"2023-05-15","Spezia","ITA","1563.92"
"2023-05-15","St Etienne","FRA","1445.19"
"2023-05-15","St Johnstone","SCO","1212.96"
"2023-05-15","St Mirren","SCO","1282.15"
"2023-05-15","St Pauli","GER","1551.17"
"2023-05-15","St Truiden","BEL","1457.49"
"2023-05-15","St. Gilloise","BEL","1667.96"
"2023-05-15","Stabaek","NOR","1296.04"
"2023-05-15","Stal Mielec","POL","1326.62"
"2023-05-15","Standard","BEL","1491.69"
"2023-05-15","Steaua","ROM","1454.63"
"2023-05-15","Stoke","ENG","1485.87"
"2023-05-15","Strasbourg","FRA","1608.75"
"2023-05-15","Stromsgodset","NOR","1280.28"
"2023-05-15","Sturm Graz","AUT","1586.92"
"2023-05-15","Stuttgart","GER","1611.68"
"2023-05-15","Sudtirol","ITA","1478.23"
"2023-05-15","Sunderland","ENG","1539.14"
"2023-05-15","Sverdlovsk","RUS","1404.47"
"2023-05-15","Swansea","ENG","1539.56"
"2023-05-15","Tenerife","ESP","1528.86"
"2023-05-15","Terek Grozny","RUS","1498.94"
"2023-05-15","Ternana","ITA","1395.03"
"2023-05-15","Torino","ITA","1686.07"
"2023-05-15","Torpedo Moskva","RUS","1256.51"
"2023-05-15","Tottenham","ENG","1811.93"
"2023-05-15","Toulouse","FRA","1556.14"
"2023-05-15","Trabzonspor","TUR","1505.23"
"2023-05-15","Tromso","NOR","1365.86"
"2023-05-15","Troyes","FRA","1453.27"
"2023-05-15","Twente","NED","1606.98"
"2023-05-15","Udinese","ITA","1674.67"
"2023-05-15","Umraniyespor","TUR","1352.83"
"2023-05-15","Union Berlin","GER","1750.73"
"2023-05-15","Universitatea Cluj","ROM","1239.08"
"2023-05-15","UTA Arad","ROM","1227.02"
"2023-05-15","Utrecht","NED","1549.76"
"2023-05-15","Valencia","ESP","1654.50"
"2023-05-15","Valenciennes","FRA","1336.15"
"2023-05-15","Valerenga","NOR","1372.49"
"2023-05-15","Valladolid","ESP","1597.02"
"2023-05-15","Vallecano","ESP","1641.04"
"2023-05-15","Varbergs","SWE","1244.81"
"2023-05-15","Varnamo","SWE","1275.31"
"2023-05-15","Venezia","ITA","1493.42"
"2023-05-15","Verona","ITA","1606.96"
"2023-05-15","Viborg","DEN","1471.13"
"2023-05-15","Viitorul","ROM","1410.65"
"2023-05-15","Viking","NOR","1371.67"
"2023-05-15","Villarreal","ESP","1768.63"
"2023-05-15","Villarreal B","ESP","1458.78"
"2023-05-15","Vitesse","NED","1478.56"
"2023-05-15","Vizela","POR","1442.45"
"2023-05-15","Volendam","NED","1395.85"
"2023-05-15","Voluntari","ROM","1292.04"
"2023-05-15","Waalwijk","NED","1462.16"
"2023-05-15","Waregem","BEL","1356.53"
"2023-05-15","Warta","POL","1384.67"
"2023-05-15","Watford","ENG","1517.28"
"2023-05-15","Wattens","AUT","1368.82"
"2023-05-15","Werder Bremen","GER","1607.74"
"2023-05-15","West Brom","ENG","1526.03"
"2023-05-15","West Ham","ENG","1759.05"
"2023-05-15","Westerlo","BEL","1455.86"
"2023-05-15","Widzew","POL","1300.65"
"2023-05-15","Wigan","ENG","1409.93"
"2023-05-15","Wolfsberg","AUT","1405.57"
"2023-05-15","Wolfsburg","GER","1734.17"
"2023-05-15","Wolves","ENG","1719.55"
"2023-05-15","Zaragoza","ESP","1514.46"
"2023-05-15","Zenit","RUS","1706.96"
"2023-06-01","Aalborg","DEN","1385.99"
"2023-06-01","Aalesund","NOR","1247.09"
"2023-06-01","Aarhus","DEN","1475.74"
"2023-06-01","Aberdeen","SCO","1333.53"
"2023-06-01","Ad. Demirspor","TUR","1534.45"
"2023-06-01","AEK","GRE","1520.04"
"2023-06-01","AIK","SWE","1361.88"
"2023-06-01","Ajaccio","FRA","1408.41"
"2023-06-01","Ajax","NED","1743.88"
"2023-06-01","Alanyaspor","TUR","1424.20"
"2023-06-01","Alaves","ESP","1578.12"
"2023-06-01","Albacete","ESP","1527.50"
"2023-06-01","Almeria","ESP","1617.23"
"2023-06-01","Altach","AUT","1309.25"
"2023-06-01","Amiens","FRA","1344.75"
"2023-06-01","Anderlecht","BEL","1553.74"
"2023-06-01","Andorra CF","ESP","1520.42"
"2023-06-01","Angers","FRA","1430.70"
"2023-06-01","Ankaraguecue","TUR","1378.78"
"2023-06-01","Annecy","FRA","1337.47"
"2023-06-01","Antalyaspor","TUR","1433.44"
"2023-06-01","Antwerp","BEL","1624.10"
"2023-06-01","Arges Pitesti","ROM","1175.29"
"2023-06-01","Aris","GRE","1382.96"
"2023-06-01","Arouca","POR","1496.09"
"2023-06-01","Arsenal","ENG","1915.83"
"2023-06-01","Ascoli","ITA","1442.82"
"2023-06-01","Asteras Tripolis","GRE","1229.68"
"2023-06-01","Aston Villa","ENG","1824.46"
"2023-06-01","Atalanta","ITA","1755.00"
"2023-06-01","Ath Bilbao","ESP","1689.72"
"2023-06-01","Ath Madrid","ESP","1846.27"
"2023-06-01","Atromitos","GRE","1242.02"
"2023-06-01","Augsburg","GER","1587.16"
"2023-06-01","Austria Wien","AUT","1446.80"
"2023-06-01","Auxerre","FRA","1508.07"
"2023-06-01","AZ Alkmaar","NED","1656.52"
"2023-06-01","Barcelona","ESP","1874.02"
"2023-06-01","Bari","ITA","1499.69"
"2023-06-01","Bastia","FRA","1427.48"
"2023-06-01","Bayern Munich","GER","1935.63"
"2023-06-01","Benevento","ITA","1412.65"
"2023-06-01","Benfica","POR","1817.61"
"2023-06-01","Besiktas","TUR","1621.39"
"2023-06-01","Betis","ESP","1743.65"
"2023-06-01","Bielefeld","GER","1451.96"
"2023-06-01","Birmingham","ENG","1439.13"
"2023-06-01","Blackburn","ENG","1518.98"
"2023-06-01","Blackpool","ENG","1414.39"
"2023-06-01","Boavista","POR","1474.65"
"2023-06-01","Bochum","GER","1608.66"
"2023-06-01","Bodoe Glimt","NOR","1574.44"
"2023-06-01","Bologna","ITA","1697.77"
"2023-06-01","Bordeaux","FRA","1504.13"
"2023-06-01","Botosani","ROM","1258.19"
"2023-06-01","Bournemouth","ENG","1657.11"
"2023-06-01","Brann","NOR","1326.71"
"2023-06-01","Braunschweig","GER","1381.55"
"2023-06-01","Brentford","ENG","1820.80"
"2023-06-01","Brescia","ITA","1412.39"
"2023-06-01","Brest","FRA","1578.35"
"2023-06-01","Brighton","ENG","1824.65"
"2023-06-01","Bristol City","ENG","1490.90"
"2023-06-01","Brommapojkarna","SWE","1270.22"
"2023-06-01","Brondby","DEN","1482.32"
"2023-06-01","Burgos","ESP","1457.73"
"2023-06-01","Burnley","ENG","1722.87"
"2023-06-01","Buyuksehyr","TUR","1508.71"
"2023-06-01","Cadiz","ESP","1634.18"
"2023-06-01","Caen","FRA","1431.80"
"2023-06-01","Cagliari","ITA","1572.24"
"2023-06-01","Cambuur","NED","1325.51"
"2023-06-01","Cardiff","ENG","1452.74"
"2023-06-01","Cartagena","ESP","1485.65"
"2023-06-01","Casa Pia","POR","1418.72"
"2023-06-01","Celta","ESP","1647.53"
"2023-06-01","Celtic","SCO","1619.79"
"2023-06-01","Cercle Brugge","BEL","1515.84"
"2023-06-01","CFR Cluj","ROM","1431.62"
"2023-06-01","Charleroi","BEL","1500.71"
"2023-06-01","Chaves","POR","1461.79"
"2023-06-01","Chelsea","ENG","1784.57"
"2023-06-01","Chindia Targoviste","ROM","1197.90"
"2023-06-01","Cittadella","ITA","1434.31"
"2023-06-01","Clermont","FRA","1578.86"
"2023-06-01","Club Brugge","BEL","1602.94"
"2023-06-01","Como","ITA","1456.51"
"2023-06-01","Cosenza","ITA","1390.84"
"2023-06-01","Coventry","ENG","1566.43"
"2023-06-01","Cracovia","POL","1379.25"
"2023-06-01","Craiova","ROM","1414.39"
"2023-06-01","Craiova 1948","ROM","1287.03"
"2023-06-01","Cremonese","ITA","1521.47"
"2023-06-01","Crystal Palace","ENG","1753.86"
"2023-06-01","CSKA Moskva","RUS","1560.69"
"2023-06-01","Darmstadt","GER","1552.38"
"2023-06-01","Degerfors","SWE","1273.21"
"2023-06-01","Dijon","FRA","1374.19"
"2023-06-01","Dinamo Bucuresti","ROM","1154.91"
"2023-06-01","Djurgarden","SWE","1473.11"
"2023-06-01","Dortmund","GER","1840.54"
"2023-06-01","Dundee United","SCO","1198.19"
"2023-06-01","Dynamo Moskva","RUS","1485.58"
"2023-06-01","Eibar","ESP","1570.23"
"2023-06-01","Ein Frankfurt","GER","1717.05"
"2023-06-01","Elche","ESP","1578.96"
"2023-06-01","Elfsborg","SWE","1475.47"
"2023-06-01","Empoli","ITA","1638.00"
"2023-06-01","Espanol","ESP","1616.29"
"2023-06-01","Estoril","POR","1406.41"
"2023-06-01","Eupen","BEL","1331.81"
"2023-06-01","Everton","ENG","1704.70"
"2023-06-01","Excelsior","NED","1370.15"
"2023-06-01","Fakel Voronezh","RUS","1364.61"
"2023-06-01","Famalicao","POR","1492.21"
"2023-06-01","FC Emmen","NED","1358.73"
"2023-06-01","FC Khimki","RUS","1316.28"
"2023-06-01","FC Kobenhavn","DEN","1611.02"
"2023-06-01","FC Koln","GER","1664.45"
"2023-06-01","FC Krasnodar","RUS","1530.05"
"2023-06-01","Fenerbahce","TUR","1649.02"
"2023-06-01","Feyenoord","NED","1752.20"
"2023-06-01","Fiorentina","ITA","1750.80"
"2023-06-01","For Sittard","NED","1402.84"
"2023-06-01","Fortuna Dusseldorf","GER","1540.87"
"2023-06-01","Freiburg","GER","1732.67"
"2023-06-01","Frosinone","ITA","1595.81"
"2023-06-01","Fulham","ENG","1733.10"
"2023-06-01","Galatasaray","TUR","1638.50"
"2023-06-01","Gaziantepspor","TUR","1296.00"
"2023-06-01","Genk","BEL","1625.53"
"2023-06-01","Genoa","ITA","1601.05"
"2023-06-01","Gent","BEL","1606.42"
"2023-06-01","Getafe","ESP","1649.97"
"2023-06-01","Giannina","GRE","1235.03"
"2023-06-01","Gil Vicente","POR","1467.13"
"2023-06-01","Giresunspor","TUR","1362.70"
"2023-06-01","Girona","ESP","1673.22"
"2023-06-01","Gloria Buzau","ROM","1137.31"
"2023-06-01","Go Ahead Eagles","NED","1428.11"
"2023-06-01","Goeteborg","SWE","1339.77"
"2023-06-01","Gornik","POL","1390.96"
"2023-06-01","Granada","ESP","1620.59"
"2023-06-01","Grenoble","FRA","1372.91"
"2023-06-01","Greuther Furth","GER","1469.34"
"2023-06-01","Groningen","NED","1330.47"
"2023-06-01","Guimaraes","POR","1520.51"
"2023-06-01","Guingamp","FRA","1414.23"
"2023-06-01","Haecken","SWE","1484.89"
"2023-06-01","Haka","FIN","1248.43"
"2023-06-01","Halmstad","SWE","1263.86"
"2023-06-01","Ham-Kam","NOR","1242.77"
"2023-06-01","Hamburg","GER","1579.42"
"2023-06-01","Hammarby","SWE","1418.16"
"2023-06-01","Hannover","GER","1435.32"
"2023-06-01","Hansa Rostock","GER","1413.32"
"2023-06-01","Hartberg","AUT","1363.71"
"2023-06-01","Hatayspor","TUR","1267.88"
"2023-06-01","Haugesund","NOR","1302.64"
"2023-06-01","Hearts","SCO","1329.69"
"2023-06-01","Heerenveen","NED","1476.54"
"2023-06-01","Heidenheim","GER","1568.46"
"2023-06-01","Hermannstadt","ROM","1259.95"
"2023-06-01","Hertha","GER","1569.68"
"2023-06-01","Hibernian","SCO","1333.20"
"2023-06-01","HJK Helsinki","FIN","1307.47"
"2023-06-01","Hoffenheim","GER","1639.18"
"2023-06-01","Holstein Kiel","GER","1469.79"
"2023-06-01","Honka Espoo","FIN","1248.43"
"2023-06-01","Horsens","DEN","1288.02"
"2023-06-01","Huddersfield","ENG","1510.06"
"2023-06-01","Huesca","ESP","1500.92"
"2023-06-01","Hull","ENG","1494.64"
"2023-06-01","Ibiza","ESP","1398.42"
"2023-06-01","IK Sirius","SWE","1291.36"
"2023-06-01","Inter","ITA","1884.88"
"2023-06-01","Ionikos","GRE","1209.90"
"2023-06-01","Istanbulspor","TUR","1359.33"
"2023-06-01","Jagiellonia","POL","1353.49"
"2023-06-01","Juventus","ITA","1794.56"
"2023-06-01","Kaiserslautern","GER","1411.78"
"2023-06-01","Kalmar","SWE","1397.64"
"2023-06-01","Karagumruk","TUR","1476.95"
"2023-06-01","Karlsruhe","GER","1473.46"
"2023-06-01","Kasimpasa","TUR","1457.88"
"2023-06-01","Kayserispor","TUR","1415.12"
"2023-06-01","Kilmarnock","SCO","1236.03"
"2023-06-01","Klagenfurt","AUT","1375.23"
"2023-06-01","Konyaspor","TUR","1488.57"
"2023-06-01","Korona","POL","1314.63"
"2023-06-01","Kortrijk","BEL","1371.18"
"2023-06-01","Kryliya Sovetov","RUS","1398.16"
"2023-06-01","Kuopio","FIN","1341.05"
"2023-06-01","Lamia","GRE","1182.19"
"2023-06-01","Las Palmas","ESP","1576.27"
"2023-06-01","LASK","AUT","1518.88"
"2023-06-01","Laval","FRA","1319.69"
"2023-06-01","Lazio","ITA","1775.42"
"2023-06-01","Le Havre","FRA","1472.35"
"2023-06-01","Lecce","ITA","1589.61"
"2023-06-01","Lech","POL","1556.95"
"2023-06-01","Lechia","POL","1305.88"
"2023-06-01","Leeds","ENG","1655.53"
"2023-06-01","Leganes","ESP","1494.73"
"2023-06-01","Legia","POL","1478.57"
"2023-06-01","Leicester","ENG","1721.58"
"2023-06-01","Lens","FRA","1756.68"
"2023-06-01","Levadeiakos","GRE","1186.55"
"2023-06-01","Levante","ESP","1609.96"
"2023-06-01","Leverkusen","GER","1748.23"
"2023-06-01","Lille","FRA","1705.77"
"2023-06-01","Lillestrom","NOR","1393.31"
"2023-06-01","Liverpool","ENG","1943.37"
"2023-06-01","Livingston","SCO","1238.44"
"2023-06-01","Lok Moskva","RUS","1519.02"
"2023-06-01","Lorient","FRA","1565.25"
"2023-06-01","Lubin","POL","1352.80"
"2023-06-01","Lugo","ESP","1379.18"
"2023-06-01","Lustenau","AUT","1367.85"
"2023-06-01","Luton","ENG","1602.99"
"2023-06-01","Lyngby","DEN","1326.82"
"2023-06-01","Lyon","FRA","1708.25"
"2023-06-01","Magdeburg","GER","1421.79"
"2023-06-01","Mainz","GER","1682.04"
"2023-06-01","Malaga","ESP","1457.58"
"2023-06-01","Mallorca","ESP","1639.14"
"2023-06-01","Malmoe","SWE","1465.36"
"2023-06-01","Man City","ENG","2070.00"
"2023-06-01","Man United","ENG","1870.12"
"2023-06-01","Maritimo","POR","1395.18"
"2023-06-01","Marseille","FRA","1722.44"
"2023-06-01","Mechelen","BEL","1427.40"
"2023-06-01","Metz","FRA","1534.60"
"2023-06-01","MGladbach","GER","1684.28"
"2023-06-01","Middlesbrough","ENG","1576.39"
"2023-06-01","Midtjylland","DEN","1549.07"
"2023-06-01","Miedz Legnica","POL","1240.88"
"2023-06-01","Milan","ITA","1830.20"
"2023-06-01","Millwall","ENG","1532.78"
"2023-06-01","Mioveni","ROM","1103.13"
"2023-06-01","Mirandes","ESP","1469.10"
"2023-06-01","Mjaellby","SWE","1339.28"
"2023-06-01","Modena","ITA","1416.68"
"2023-06-01","Molde","NOR","1537.18"
"2023-06-01","Monaco","FRA","1664.80"
"2023-06-01","Montpellier","FRA","1590.90"
"2023-06-01","Monza","ITA","1667.39"
"2023-06-01","Motherwell","SCO","1302.90"
"2023-06-01","Nantes","FRA","1524.43"
"2023-06-01","Napoli","ITA","1906.79"
"2023-06-01","Newcastle","ENG","1872.47"
"2023-06-01","NFC Volos","GRE","1235.60"
"2023-06-01","Nice","FRA","1644.27"
"2023-06-01","Nijmegen","NED","1441.47"
"2023-06-01","Nimes","FRA","1309.10"
"2023-06-01","Niort","FRA","1260.03"
"2023-06-01","Nizhny Novgorod","RUS","1369.23"
"2023-06-01","Nordsjaelland","DEN","1484.93"
"2023-06-01","Norrkoeping","SWE","1375.93"
"2023-06-01","Norwich","ENG","1512.49"
"2023-06-01","Nottm Forest","ENG","1670.44"
"2023-06-01","Nurnberg","GER","1429.59"
"2023-06-01","Odd Grenland","NOR","1356.68"
"2023-06-01","Odense","DEN","1436.41"
"2023-06-01","OFI","GRE","1265.01"
"2023-06-01","Olympiakos","GRE","1523.35"
"2023-06-01","Oostende","BEL","1350.36"
"2023-06-01","Orenburg","RUS","1424.76"
"2023-06-01","Osasuna","ESP","1664.39"
"2023-06-01","Oud-Heverlee Leuven","BEL","1473.58"
"2023-06-01","Oviedo","ESP","1538.43"
"2023-06-01","Pacos Ferreira","POR","1382.46"
"2023-06-01","Paderborn","GER","1520.02"
"2023-06-01","Palermo","ITA","1444.22"
"2023-06-01","Panathinaikos","GRE","1487.19"
"2023-06-01","Panetolikos","GRE","1162.32"
"2023-06-01","PAOK","GRE","1459.84"
"2023-06-01","Paris FC","FRA","1427.48"
"2023-06-01","Paris SG","FRA","1825.63"
"2023-06-01","Parma","ITA","1510.89"
"2023-06-01","Pau FC","FRA","1345.98"
"2023-06-01","Perugia","ITA","1415.93"
"2023-06-01","Petrolul Ploiesti","ROM","1212.34"
"2023-06-01","Piast Gliwice","POL","1449.24"
"2023-06-01","Pisa","ITA","1463.37"
"2023-06-01","Plock","POL","1302.82"
"2023-06-01","Pogon","POL","1458.99"
"2023-06-01","Ponferradina","ESP","1464.17"
"2023-06-01","Portimonense","POR","1396.75"
"2023-06-01","Porto","POR","1833.72"
"2023-06-01","Preston","ENG","1484.67"
"2023-06-01","PSV Eindhoven","NED","1744.84"
"2023-06-01","QPR","ENG","1415.47"
"2023-06-01","Quevilly Rouen","FRA","1358.40"
"2023-06-01","Radomiak","POL","1345.53"
"2023-06-01","Rakow","POL","1544.45"
"2023-06-01","Randers","DEN","1414.69"
"2023-06-01","Rangers","SCO","1643.20"
"2023-06-01","Rapid Bucuresti","ROM","1344.98"
"2023-06-01","Rapid Wien","AUT","1475.44"
"2023-06-01","RB Leipzig","GER","1825.38"
"2023-06-01","Reading","ENG","1423.80"
"2023-06-01","Real Madrid","ESP","1913.45"
"2023-06-01","Regensburg","GER","1363.36"
"2023-06-01","Reggina","ITA","1428.59"
"2023-06-01","Reims","FRA","1610.34"
"2023-06-01","Rennes","FRA","1700.05"
"2023-06-01","Ried","AUT","1302.08"
"2023-06-01","Rio Ave","POR","1434.15"
"2023-06-01","Rodez","FRA","1358.50"
"2023-06-01","Roma","ITA","1791.04"
"2023-06-01","Rosenborg","NOR","1424.79"
"2023-06-01","Ross County","SCO","1221.09"
"2023-06-01","Rostov","RUS","1496.99"
"2023-06-01","Rotherham","ENG","1449.65"
"2023-06-01","Salernitana","ITA","1627.06"
"2023-06-01","Salzburg","AUT","1726.25"
"2023-06-01","Sampdoria","ITA","1521.71"
"2023-06-01","Sandefjord","NOR","1231.89"
"2023-06-01","Sandhausen","GER","1357.83"
"2023-06-01","Santa Clara","POR","1383.44"
"2023-06-01","Santander","ESP","1487.88"
"2023-06-01","Sarpsborg","NOR","1387.40"
"2023-06-01","Sassuolo","ITA","1663.16"
"2023-06-01","Schalke 04","GER","1586.48"
"2023-06-01","Sepsi","ROM","1329.16"
"2023-06-01","Seraing","BEL","1290.72"
"2023-06-01","Sevilla","ESP","1774.20"
"2023-06-01","Sheffield United","ENG","1640.53"
"2023-06-01","Silkeborg","DEN","1410.48"
"2023-06-01","Sivasspor","TUR","1434.93"
"2023-06-01","Slask","POL","1310.40"
"2023-06-01","Sochaux","FRA","1411.76"
"2023-06-01","Sochi","RUS","1451.07"
"2023-06-01","Sociedad","ESP","1782.50"
"2023-06-01","Southampton","ENG","1623.68"
"2023-06-01","Sp Braga","POR","1679.04"
"2023-06-01","Sp Gijon","ESP","1465.37"
"2023-06-01","Sp Lisbon","POR","1758.05"
"2023-06-01","Spal","ITA","1410.99"
"2023-06-01","Sparta Rotterdam","NED","1553.66"
"2023-06-01","Spartak Moskva","RUS","1545.76"
"2023-06-01","Spezia","ITA","1555.09"
"2023-06-01","St Etienne","FRA","1453.23"
"2023-06-01","St Johnstone","SCO","1234.98"
"2023-06-01","St Mirren","SCO","1277.20"
"2023-06-01","St Pauli","GER","1552.43"
"2023-06-01","St Truiden","BEL","1457.49"
"2023-06-01","St. Gilloise","BEL","1667.45"
"2023-06-01","Stabaek","NOR","1293.97"
"2023-06-01","Stal Mielec","POL","1325.71"
"2023-06-01","Standard","BEL","1460.75"
"2023-06-01","Steaua","ROM","1421.90"
"2023-06-01","Stoke","ENG","1490.55"
